Season,PlayerId,Team,NTC,NMC,ELC,UFA,Average Salary,Major 2034,Major 2035,Major 2036,Major 2037,Major 2038,Major 2039,Major 2040,Major 2041,Major 2042,Major 2043,Major 2044,Major 2045,Major 2046,Major 2047,Minor 2034,Minor 2035,Minor 2036,Minor 2037,Minor 2038,Minor 2039,Minor 2040,Minor 2041,Minor 2042,Minor 2043,Minor 2044,Minor 2045,Minor 2046,Minor 2047
2034/2035,165064,15,No,No,Yes,No,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75000,75000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,165083,12,No,No,Yes,No,870000,870000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,180012,30,No,No,Yes,No,925000,925000,925000,925000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,925000,925000,925000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,165094,32,No,No,Yes,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,115000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,32536,12,No,No,No,Yes,7970000,7970000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7970000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,32546,31,No,No,No,Yes,8920000,9874784,8920000,7965216,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9874784,8920000,7965216,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,32555,21,No,Yes,No,Yes,11225620,12670000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12670000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,169362,16,No,No,Yes,No,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,94000,94000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,165113,17,No,No,No,No,1530000,1530000,1530000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,229500,229500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,165117,31,No,No,Yes,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,115000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,165120,4838,No,No,Yes,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,115000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,165140,5090,No,No,Yes,No,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65000,65000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,32757,22,No,No,No,Yes,6170000,6170000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6170000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,174794,30,No,No,Yes,No,750000,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75000,75000,75000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,32820,5088,No,No,No,Yes,6716500,7980000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7980000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,169372,35,No,No,Yes,No,750000,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,115000,115000,115000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,169373,24,No,No,Yes,No,750000,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,115000,115000,115000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,32928,5092,No,No,No,Yes,5380000,4945000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4945000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,165271,27,No,No,Yes,No,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,94000,94000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,174810,15,No,No,Yes,No,925000,925000,925000,925000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,92500,92500,92500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,169391,30,No,No,Yes,No,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75000,75000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,165286,18,No,No,Yes,No,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,115000,115000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,165296,5088,No,No,Yes,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,165311,11,No,No,Yes,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,94000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,165314,11,No,No,Yes,No,790000,790000,790000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,79000,79000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,33142,17,No,No,No,Yes,7550000,7550000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7550000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,165356,5090,No,No,Yes,No,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75000,75000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,165384,15,No,No,Yes,No,925000,925000,925000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,140000,140000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,165386,35,No,No,Yes,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,115000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,174819,9,No,No,Yes,No,750000,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,94000,94000,94000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,165407,5,No,No,Yes,No,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,115000,115000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,165409,4838,No,No,Yes,No,925000,925000,925000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,925000,925000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,169401,11,No,No,Yes,No,925000,925000,925000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,925000,925000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,165422,35,No,No,Yes,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,94000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,165431,29,No,No,Yes,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,165440,29,No,No,No,No,765000,765000,765000,765000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,107100,107100,107100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,165450,24,No,No,Yes,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,165463,28,No,No,Yes,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,94000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,165467,31,No,No,Yes,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,165486,21,No,No,Yes,No,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,115000,115000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,165516,5090,No,No,Yes,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,62000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,165523,33,No,No,Yes,No,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,94000,94000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,165529,5092,No,No,Yes,No,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,94000,94000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,165564,4838,No,No,Yes,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,165565,0,No,No,Yes,No,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75000,75000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,169416,20,No,No,Yes,No,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,115000,115000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,165580,25,No,No,No,No,875000,875000,875000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,131250,131250,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,165588,14,No,No,Yes,No,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,94000,94000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,165626,23,No,No,Yes,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,165664,26,No,No,Yes,No,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66500,66500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,169440,9,No,No,Yes,No,750000,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75000,75000,75000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,165689,4182,No,No,Yes,No,925000,925000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,925000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,165709,3,No,No,Yes,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,165714,26,No,No,Yes,No,834812,834812,834812,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70000,70000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,33957,17,No,No,No,Yes,8250000,9570000,8250000,6930000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9570000,8250000,6930000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,169450,15,No,No,Yes,No,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,115000,115000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,33960,5088,No,No,No,Yes,8130000,8130000,8130000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8130000,8130000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,33975,11,No,No,No,Yes,5767605,5550606,6852600,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5550606,6852600,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,34005,30,No,Yes,No,Yes,11770000,11770000,11770000,11770000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,34016,26,No,No,No,No,900000,900000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,165822,30,No,No,Yes,No,925000,925000,925000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,92500,92500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,165823,3,No,No,Yes,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,165824,35,No,No,Yes,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,165959,3,No,No,Yes,No,790000,790000,790000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,99000,99000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,165961,23,No,No,No,No,1530000,1530000,1530000,1530000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,214200,214200,214200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,34411,3,No,No,No,Yes,1719000,1719000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1719000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,165977,20,No,No,No,No,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,34438,28,No,No,No,No,3070000,3070000,3070000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3070000,3070000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,166003,16,No,No,Yes,No,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75000,75000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,34504,12,No,No,No,Yes,4910000,4910000,4910000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4910000,4910000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,34511,0,No,No,No,Yes,6260000,6260000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6260000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,34513,10,No,Yes,No,Yes,5573694,7710000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,34517,35,No,No,No,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,166008,34,No,No,No,Yes,3130000,3130000,3130000,3130000,3130000,3130000,3130000,-1,-1,-1,-1,-1,-1,-1,-1,3130000,3130000,3130000,3130000,3130000,3130000,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,34605,17,No,No,No,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,166056,32,No,No,Yes,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,166073,22,No,No,Yes,No,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75000,75000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,166076,23,No,No,Yes,No,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,34670,5,No,No,No,No,2510000,2510000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2510000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,34683,18,No,Yes,No,Yes,8750000,8750000,8750000,8750000,8750000,8750000,8750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,166100,18,No,No,Yes,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,166113,24,No,No,Yes,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,115000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,166153,23,No,No,Yes,No,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75000,75000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,166175,34,No,No,Yes,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,94000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,166178,20,No,No,Yes,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,180140,5092,No,No,Yes,No,750000,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,94000,94000,94000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,166201,34,No,No,Yes,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,94000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,34902,4838,No,No,No,Yes,7239760,8360000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8360000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,34903,29,No,No,No,Yes,1690000,1690000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1690000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,34905,8,No,No,No,Yes,1460000,1460000,1460000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1460000,1460000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,34922,31,No,No,No,No,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,34928,34,No,No,No,Yes,7299885,7063200,7063200,8720000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7063200,7063200,8720000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,34937,30,No,No,No,Yes,7860000,7530000,7305000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7530000,7305000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,34950,21,No,No,No,Yes,7095000,7056000,7056000,7290000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7056000,7056000,7290000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,35050,5098,No,No,No,Yes,1108750,1108750,1108750,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,166317,5088,No,No,Yes,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,94000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,35150,33,No,No,No,Yes,5880000,6325000,5435000,5170000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6325000,5435000,5170000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,35160,25,No,No,No,No,6300000,5855000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5855000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,169570,12,No,No,Yes,No,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75000,75000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,169595,35,No,No,Yes,No,925000,925000,925000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,925000,925000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,35293,16,No,No,No,Yes,10080000,10080000,10080000,10080000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10080000,10080000,10080000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,35312,12,No,No,No,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,35346,27,No,No,No,Yes,8250000,8250000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8250000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,166460,12,No,No,Yes,No,860000,860000,860000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,860000,860000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,169613,5,No,No,Yes,No,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75000,75000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,35377,35,No,No,No,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,166481,4838,No,No,Yes,No,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,94000,94000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,35463,12,No,No,No,Yes,5670000,5670000,5670000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5670000,5670000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,169628,20,No,No,Yes,No,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75000,75000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,35582,12,No,No,No,No,4670000,5155000,4185000,3965000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5155000,4185000,3965000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,35600,29,No,No,No,Yes,3770000,3770000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3770000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,35623,28,No,No,No,Yes,5490000,5490000,5490000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5490000,5490000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,166613,30,No,No,Yes,No,915000,915000,915000,915000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70000,70000,70000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,35627,26,No,No,No,Yes,1580000,1580000,1580000,1580000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,166616,18,No,No,Yes,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,94000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,166628,35,No,No,Yes,No,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75000,75000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,169639,35,No,No,Yes,No,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75000,75000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,166649,31,No,No,Yes,No,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,115000,115000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,35699,10,No,No,No,Yes,8307117,9687600,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9687600,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,35823,22,No,No,No,Yes,10360000,10360000,10360000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360000,10360000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,35840,34,No,No,No,No,5446350,4586400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4586400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,166746,32,No,No,Yes,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,115000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,166752,12,No,No,Yes,No,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75000,75000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,174957,14,No,No,Yes,No,925000,925000,925000,925000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,925000,925000,925000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,166784,5090,No,No,Yes,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,62000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,166792,11,No,No,Yes,No,925000,925000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,925000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
